淘宝	电商	42100	0.05576415	电商	7740	0.056025647
华为	通信	1920	0.043776378	电信	289	0.13502854
小米	通讯	4330	0.020981885	电信	432	0.07674555
泰康人寿	理财	139	0.0034093307	保险	36	0.052185897
艺龙	超市	16800	0.0065884762	百货店	253	0.023206078
思科	通信	214	0.012334665	网络设备	3	0.043056212
土豆	视频	14300	0.58266294	媒体	2200	0.10046693
惠普	IT	708	0.010591466	电脑维修	30	0.06896942
手机	通讯	118000	0.17261904	游戏	18000	0.655
