戴尔	IT	320	0.00989553	IT服务	30	0.10581667
联想	网络科技	2000	0.015504591	计算机维修	76	0.10310599
搜房	建筑房地产	49400	0.13054134	装修装潢	70000	0.19636835
易居	地产	428	0.0045745503	室内设计	130	0.16760282
国泰	理财	1740	0.008766941	证券	383	0.038696118
海尔	专业服务	2850	0.007401315	人力资源	1880	0.0019166275
乐视	视频	5500	0.20519863	动漫	487	0.06711933
去哪儿	咨询	7560	0.0068866666	咨询	5900	0.0069499197
途牛	电子	201	0.0010887743	o2o	24	0.0011788593
sap	信息化	181	0.011071448	云计算	10	0.01652191
