网易	交通物流	76900	0.024132492	客运	66000	0.0096930945
优酷	视频	12800	0.57605344	影视	1960	0.055616263
新浪	医院	298000	0.172	中药	33600	0.0740625
日立	专业服务	279	0.0034514084	外包服务	239	4.9007375E-4
人寿	理财	1820	0.023078121	保险	800	0.39676785
中软	信息技术	35	0.023316456	IT服务	4	0.024303168
4399	视频	601	0.0074487273	动漫	12	0.010591788
英特尔	硬件	171	0.015488427	云计算	38	0.029760875
纬创资通	信息科技	5	2.478329E-4	硬件	0	7.6343094E-5
zte	通讯	19	0.008544971	通信设备	1	0.0055581774
奥美	会计	125	0.003575664	会计	203	0.0036725418
