百度	学院	785000	0.2885906	None	0	-1.0
宜信	理财	180	0.0064211222	担保	359	0.013344601
奇艺	视频	19300	0.51431006	娱乐	1350	0.043331634
oracle	IT	187	0.23040062	计算机软件	41	0.010643684
亿阳信通	通信	4	0.0014921097	智慧城市	98	0.006920355
uc	软件	487	0.0028079622	集成电路	46	0.009702593
宇龙	通信	17	0.004521317	通信	0	0.0045613283
奇虎	网络科技	25	0.003029326	网络安全	32	0.0055885934
九阳	房地产	655	0.001143909	装修装潢	24	5.7486893E-4
汇丰	服务业	1740	0.046739228	汽车服务	2030	0.0020123147
