搜狐	视频	119000	0.0608	体育	67700	0.04909091
苏宁易购	电商	2500	0.009932286	电商	146	0.009978862
保险	理财	49800	0.075244136	保险	15900	2.2186368
58	信息科技	424000	0.060869563	电脑维修	1510	0.04008368
摩托罗拉	通讯	572	0.017714834	通信设备	16	0.033784166
唯品会	电商	209	0.014085922	电商	70	0.014151975
智联	非盈利机构	1930	0.26328406	None	0	-1.0
nec	硬件	76	0.0031213688	智慧城市	21	0.010325054
凡客诚品	电商	38	0.002045047	b2c	19	0.0022161654
凡客	电商	207	0.011895025	电商	38	0.011950805
